CustomerID,SignupDate,Age,Gender,MonthlySpend,TenureMonths,PaymentMethod,ContractType,SupportCalls,LoginsPerMonth,Churn
365,2021-11-11,27,Male,32.97,8,PayPal,Two-year,1,15,No
366,2020-05-17,44,Female,82.94,21,PayPal,Two-year,6,50,No
367,2022-10-31,30,Female,134.42,36,Debit Card,Month-to-month,1,27,Yes
368,2021-08-13,61,Male,78.66,25,PayPal,Two-year,8,29,No
369,2020-01-12,29,Male,86.13,35,Debit Card,Two-year,10,16,Yes
370,2021-07-09,62,Male,78.75,15,Bank Transfer,Annual,1,46,Yes
371,2021-04-05,72,Male,113.08,22,Credit Card,Two-year,0,16,No
372,2021-03-06,64,Male,130.67,3,PayPal,Month-to-month,2,29,No
373,2022-12-20,36,Male,107.01,34,PayPal,Annual,7,28,Yes
374,2022-04-12,19,Female,53.36,8,PayPal,Month-to-month,10,2,No
375,2020-06-27,31,Female,76.48,14,Credit Card,Month-to-month,6,39,No
376,2020-10-22,22,Male,64.59,20,Debit Card,Annual,4,8,Yes
377,2022-12-25,42,Male,38.61,6,PayPal,Two-year,7,2,No
378,2022-04-09,36,Male,131.13,16,PayPal,Month-to-month,1,32,No
379,2022-05-08,54,Male,46.96,16,Debit Card,Two-year,7,44,No
380,2021-11-11,56,Male,102.54,8,Debit Card,Month-to-month,6,35,No
381,2021-05-15,35,Female,95.49,11,Bank Transfer,Annual,2,17,Yes
382,2022-01-23,62,Female,66.27,9,Credit Card,Month-to-month,6,42,No
383,2022-06-10,35,Male,20.8,21,Bank Transfer,Two-year,7,21,Yes
384,2022-12-01,67,Male,25.25,24,PayPal,Two-year,0,15,Yes
385,2022-11-26,33,Male,28.16,32,Credit Card,Month-to-month,2,28,No
386,2022-06-04,61,Male,75.13,9,Bank Transfer,Two-year,5,38,No
387,2021-06-01,20,Female,61.39,3,Credit Card,Month-to-month,0,4,No
388,2022-05-22,60,Male,127.02,26,Credit Card,Month-to-month,1,1,No
389,2020-12-05,66,Male,114.13,7,Credit Card,Month-to-month,10,26,No
390,2020-09-23,58,Female,146.29,32,PayPal,Two-year,1,8,No
391,2020-07-02,27,Male,34.49,26,Debit Card,Two-year,2,43,No
392,2021-03-20,65,Female,128.79,36,Bank Transfer,Month-to-month,7,50,No
393,2021-03-31,40,Male,37.68,36,PayPal,Annual,1,31,No
394,2021-03-27,82,Female,29.52,35,Bank Transfer,Month-to-month,0,8,No
395,2021-06-25,36,Female,74.8,11,Credit Card,Two-year,4,47,No
396,2021-12-07,36,Female,130.54,18,Debit Card,Annual,8,32,No
397,2021-10-01,18,Female,136.31,7,Bank Transfer,Two-year,2,45,No
398,2022-08-21,62,Male,55.04,1,PayPal,Two-year,8,28,No
399,2022-02-10,39,Male,28.93,11,Bank Transfer,Month-to-month,4,44,No
400,2021-06-14,58,Female,65.6,6,Credit Card,Month-to-month,10,32,Yes
401,2020-03-23,80,Male,66.46,9,Bank Transfer,Two-year,6,20,No
402,2020-04-13,42,Female,94.85,18,PayPal,Annual,3,16,No
403,2022-06-18,66,Female,126.36,15,Credit Card,Two-year,5,14,No
404,2021-06-29,54,Male,80.7,36,Credit Card,Annual,6,9,No
405,2022-08-29,30,Female,29.3,34,PayPal,Month-to-month,2,11,No
406,2020-05-14,76,Female,97.09,36,Credit Card,Annual,4,43,No
407,2022-12-03,44,Male,63.68,11,Bank Transfer,Annual,6,29,No
408,2020-05-06,73,Female,139.28,3,Credit Card,Two-year,8,41,No
409,2021-12-04,39,Male,120.19,24,Debit Card,Two-year,10,42,No
410,2022-07-25,24,Female,79.99,23,PayPal,Annual,9,21,Yes
411,2020-03-01,34,Male,102.89,9,Bank Transfer,Two-year,2,1,No
412,2022-01-12,74,Female,58.64,32,Bank Transfer,Month-to-month,1,45,No
413,2020-11-08,20,Female,38.28,34,Credit Card,Month-to-month,8,38,No
414,2021-09-17,18,Female,143.66,31,PayPal,Annual,5,8,No
415,2021-08-06,18,Female,143.31,11,Debit Card,Two-year,5,11,No
416,2020-08-21,50,Male,137.2,14,Credit Card,Month-to-month,1,50,Yes
417,2022-11-14,60,Male,127.65,5,PayPal,Month-to-month,8,21,No
418,2022-10-22,78,Male,148.42,36,PayPal,Annual,1,48,No
419,2022-05-17,27,Male,99.01,36,Debit Card,Two-year,9,25,No
420,2022-01-09,69,Female,91.9,29,Credit Card,Annual,6,20,No
421,2021-04-23,60,Female,85.06,15,Bank Transfer,Month-to-month,4,30,No
422,2022-01-04,28,Male,36.46,4,Debit Card,Two-year,9,27,No
423,2020-08-28,82,Female,94.14,29,PayPal,Month-to-month,3,10,No
424,2020-09-15,55,Male,127.12,16,PayPal,Two-year,3,16,No
425,2022-11-08,39,Female,77.09,21,Debit Card,Month-to-month,10,42,No
426,2022-05-04,80,Male,85.72,32,Bank Transfer,Month-to-month,7,2,No
427,2022-10-09,36,Male,125.8,17,PayPal,Two-year,3,14,Yes
428,2022-06-11,64,Female,72.14,13,Debit Card,Annual,6,26,No
429,2022-06-20,37,Female,137.66,33,Bank Transfer,Two-year,2,45,No
430,2021-01-24,71,Female,134.31,14,Debit Card,Two-year,5,35,Yes
431,2020-02-14,84,Female,90.69,31,Credit Card,Month-to-month,0,11,No
432,2020-02-20,26,Male,113.86,11,Debit Card,Two-year,9,31,Yes
433,2020-10-14,23,Female,57.83,13,Debit Card,Month-to-month,3,31,No
434,2020-03-19,40,Male,122.29,29,PayPal,Annual,5,9,No
435,2021-02-06,49,Male,147.7,10,Credit Card,Two-year,9,15,No
436,2022-05-15,48,Female,48.96,29,PayPal,Two-year,3,9,No
437,2022-08-02,35,Female,139.45,30,Bank Transfer,Month-to-month,8,22,No
438,2022-09-30,76,Female,115.77,12,Bank Transfer,Annual,6,15,Yes
439,2020-09-29,44,Female,20.35,8,PayPal,Two-year,2,14,No
440,2020-02-07,42,Male,74.16,13,Credit Card,Annual,8,38,No
441,2020-01-12,46,Male,147.83,19,Credit Card,Two-year,1,8,Yes
442,2021-08-26,62,Female,55.34,1,Credit Card,Two-year,6,33,No
443,2021-09-16,18,Male,31.54,30,Credit Card,Two-year,4,21,Yes
444,2021-03-10,45,Male,114.89,19,PayPal,Two-year,8,41,No
445,2022-11-12,73,Female,27.02,23,Debit Card,Annual,10,2,No
446,2021-10-29,82,Female,109.11,10,Debit Card,Two-year,2,43,Yes
447,2021-05-18,49,Female,116.84,36,Bank Transfer,Month-to-month,10,17,No
448,2022-01-13,79,Male,57.89,1,PayPal,Annual,3,9,No
449,2020-08-02,57,Male,127.47,21,PayPal,Two-year,6,31,No
450,2021-04-13,58,Male,118.26,26,PayPal,Month-to-month,6,17,No
451,2020-04-29,70,Male,68.08,13,Debit Card,Month-to-month,5,13,Yes
452,2021-10-03,74,Male,95.56,6,PayPal,Two-year,0,26,No
453,2020-02-20,56,Female,27.02,26,PayPal,Annual,10,48,No
454,2022-07-02,46,Female,24.42,31,Bank Transfer,Two-year,8,41,Yes
455,2020-12-06,39,Female,72.69,16,Bank Transfer,Two-year,5,22,Yes
456,2020-02-02,60,Female,23.35,21,Credit Card,Month-to-month,9,44,No
457,2020-02-08,57,Male,140.76,17,Credit Card,Two-year,4,14,Yes
458,2022-09-11,44,Female,20.43,9,PayPal,Annual,3,40,No
459,2020-05-16,47,Female,60.26,5,Bank Transfer,Annual,6,38,Yes
460,2021-10-02,60,Female,95.58,15,Credit Card,Two-year,3,50,No
461,2020-12-11,71,Female,110.87,16,PayPal,Two-year,1,32,No
462,2022-08-08,61,Female,55.04,20,Credit Card,Two-year,9,7,Yes
463,2020-02-11,53,Female,76.72,2,Credit Card,Month-to-month,6,49,No
464,2020-02-26,42,Female,71.17,6,PayPal,Two-year,7,28,No
465,2021-09-18,34,Male,106.7,22,Credit Card,Annual,10,41,Yes
466,2021-09-22,42,Male,71.5,36,PayPal,Two-year,6,9,No
467,2020-07-20,77,Male,25.55,31,PayPal,Two-year,3,16,No
468,2021-12-12,67,Female,127.3,6,Credit Card,Month-to-month,2,22,No
469,2021-04-01,53,Male,125.42,31,Bank Transfer,Annual,8,43,No
470,2020-03-16,68,Female,42.16,29,Credit Card,Month-to-month,10,3,No
471,2022-12-31,44,Male,99.29,18,Debit Card,Annual,10,41,Yes
472,2021-04-28,43,Female,56.06,16,Credit Card,Annual,3,33,No
473,2021-03-26,18,Male,70.26,2,PayPal,Annual,4,16,No
474,2021-09-06,73,Male,22.22,5,PayPal,Two-year,4,17,No
475,2020-03-31,36,Female,53.2,34,Debit Card,Month-to-month,8,18,No
476,2021-02-14,27,Female,37.44,25,Debit Card,Two-year,0,31,No
477,2020-11-07,60,Male,69.51,31,PayPal,Two-year,5,3,No
478,2022-05-06,26,Male,131.26,10,Credit Card,Two-year,1,44,No
479,2021-09-12,42,Female,67.42,4,Bank Transfer,Two-year,5,39,No
480,2022-09-24,74,Female,59.77,25,Credit Card,Month-to-month,0,47,No
481,2020-03-12,37,Male,47.83,2,Debit Card,Annual,6,37,Yes
482,2021-07-14,29,Male,120.94,4,Debit Card,Annual,10,38,No
483,2022-03-03,32,Female,98.74,5,PayPal,Two-year,2,48,Yes
484,2021-06-23,76,Female,85.33,20,Credit Card,Month-to-month,4,29,Yes
485,2021-01-28,29,Male,91.53,6,Bank Transfer,Annual,1,3,No
486,2021-01-14,32,Male,33.38,7,PayPal,Two-year,0,30,No
487,2020-04-17,70,Male,130.87,32,PayPal,Month-to-month,8,8,No
488,2020-10-26,36,Male,85.07,10,Debit Card,Annual,2,40,No
489,2021-01-23,39,Female,116.25,27,Credit Card,Annual,7,45,No
490,2020-04-26,70,Male,140.13,11,Debit Card,Annual,4,16,No
491,2021-12-13,31,Female,114.35,33,Bank Transfer,Month-to-month,0,40,No
492,2021-08-14,28,Female,108.42,26,Debit Card,Annual,1,1,No
493,2022-03-09,50,Male,50.51,11,Debit Card,Two-year,6,11,Yes
494,2022-10-31,46,Female,119.78,14,Bank Transfer,Month-to-month,9,29,No
495,2021-05-23,54,Female,85.06,15,Debit Card,Month-to-month,3,27,No
496,2022-05-09,51,Male,146.99,32,PayPal,Annual,8,23,No
497,2022-06-11,37,Male,29.34,3,Debit Card,Two-year,10,43,No
498,2022-12-02,43,Male,103.23,9,Debit Card,Two-year,8,27,No
499,2022-11-27,42,Female,124.26,25,PayPal,Annual,5,27,No
500,2020-08-12,48,Male,39.88,35,Credit Card,Two-year,6,48,No
501,2020-03-21,54,Male,90.72,13,Credit Card,Annual,6,46,No
502,2022-01-21,23,Male,138.14,15,Credit Card,Two-year,6,5,No
503,2020-10-23,71,Male,144.8,3,Debit Card,Month-to-month,10,26,No
504,2022-07-05,79,Female,74.35,1,Debit Card,Two-year,9,36,Yes
505,2020-10-06,31,Male,135.51,5,Bank Transfer,Two-year,1,20,No
506,2021-09-16,74,Male,93.65,28,PayPal,Annual,5,42,Yes
507,2020-06-30,44,Female,128.67,28,Credit Card,Two-year,2,16,No
508,2020-10-26,28,Female,62.75,25,Credit Card,Annual,4,6,No
509,2020-07-24,48,Female,50.53,36,Bank Transfer,Two-year,2,46,No
510,2022-11-14,82,Female,43.89,6,Debit Card,Two-year,5,23,No
511,2022-12-08,19,Male,42.31,21,Credit Card,Month-to-month,0,8,No
512,2020-09-26,83,Male,44.56,24,Bank Transfer,Month-to-month,0,48,No
513,2021-03-30,43,Female,75.6,16,Credit Card,Two-year,2,46,No
514,2022-05-06,70,Female,58.68,19,Debit Card,Month-to-month,9,33,No
515,2022-07-05,66,Male,118.61,7,Credit Card,Two-year,3,16,No
516,2022-07-20,68,Female,49.35,6,Debit Card,Annual,8,37,No
517,2021-10-14,37,Female,50.95,7,PayPal,Annual,5,43,Yes
518,2021-04-29,65,Female,105.41,12,Credit Card,Month-to-month,7,37,Yes
519,2021-05-14,44,Female,57.59,25,Debit Card,Two-year,4,23,Yes
520,2021-06-28,85,Male,94.63,30,Credit Card,Month-to-month,6,41,No
521,2021-02-11,74,Female,45.85,9,Debit Card,Annual,3,26,Yes
522,2022-09-20,74,Female,104.78,28,Credit Card,Annual,3,36,No
523,2022-02-08,69,Male,149.07,19,Credit Card,Annual,0,7,Yes
524,2022-08-14,84,Female,113.46,26,Bank Transfer,Two-year,3,8,No
525,2021-03-07,63,Male,66.47,33,Credit Card,Two-year,3,38,No
526,2022-04-07,62,Male,70.39,6,PayPal,Month-to-month,0,28,No
527,2022-01-24,40,Female,110.86,13,Credit Card,Annual,8,32,No
528,2022-02-22,45,Female,122.9,29,Bank Transfer,Annual,1,17,Yes
529,2020-08-11,41,Male,96.11,16,Bank Transfer,Annual,8,15,No
530,2020-01-16,29,Female,149.2,13,Debit Card,Two-year,9,46,No
531,2020-04-17,78,Female,68.54,33,Bank Transfer,Month-to-month,6,50,No
532,2021-06-18,28,Male,92.12,26,PayPal,Month-to-month,1,2,No
533,2020-03-08,39,Male,72.31,6,PayPal,Month-to-month,8,47,No
534,2022-10-05,26,Male,128.3,7,PayPal,Month-to-month,6,19,No
535,2021-02-13,37,Male,24.91,2,PayPal,Month-to-month,6,42,No
536,2020-12-05,28,Female,34.79,2,Debit Card,Month-to-month,10,28,No
537,2022-05-22,82,Female,114.75,8,PayPal,Month-to-month,6,15,No
538,2020-08-17,82,Male,126.79,34,Credit Card,Two-year,0,44,No
539,2022-10-17,40,Female,142.66,12,Credit Card,Two-year,8,32,No
540,2021-12-22,23,Female,89.33,3,Debit Card,Two-year,6,38,No
541,2020-11-30,80,Male,70.89,24,PayPal,Annual,4,34,No
542,2022-05-09,67,Female,38.32,13,Credit Card,Annual,10,9,No
543,2022-01-10,46,Male,133.37,9,Bank Transfer,Month-to-month,5,36,No
544,2020-06-26,59,Female,44.9,33,Bank Transfer,Month-to-month,0,31,No
545,2020-02-12,27,Male,109.9,30,Debit Card,Annual,0,49,Yes
546,2021-08-08,25,Male,94.83,4,PayPal,Two-year,1,7,No
547,2021-12-10,83,Male,116.54,5,Credit Card,Month-to-month,9,29,No
548,2021-09-06,59,Female,34.08,26,Debit Card,Month-to-month,3,19,No
549,2022-08-20,64,Male,74.72,19,Credit Card,Two-year,6,47,Yes
550,2021-08-03,73,Male,122.52,33,Debit Card,Two-year,0,50,No
551,2022-05-30,77,Male,99.02,21,Debit Card,Two-year,2,31,No
552,2021-04-18,22,Female,118.52,35,Bank Transfer,Month-to-month,4,39,No
553,2021-08-25,70,Male,83.7,33,Debit Card,Annual,6,28,No
554,2021-02-09,54,Male,104.43,9,Credit Card,Annual,4,9,No
555,2022-08-09,21,Male,128.06,2,Bank Transfer,Annual,8,6,No
556,2021-09-18,50,Male,104.45,3,Bank Transfer,Month-to-month,1,22,Yes
557,2021-01-03,50,Female,72.39,26,Credit Card,Annual,8,6,No
558,2020-08-26,77,Female,89.69,14,PayPal,Annual,2,46,No
559,2020-11-28,42,Male,71.26,30,Bank Transfer,Two-year,4,48,Yes
560,2022-12-08,71,Female,57.25,2,Credit Card,Annual,5,38,No
561,2020-08-27,48,Female,82.54,35,Bank Transfer,Month-to-month,5,15,No
562,2021-08-21,76,Male,70.56,13,PayPal,Two-year,4,27,Yes
563,2021-03-18,77,Female,121.06,11,Bank Transfer,Annual,6,27,No
564,2020-07-31,68,Female,89.0,22,Bank Transfer,Two-year,0,10,No
565,2022-08-18,37,Male,93.81,3,PayPal,Annual,0,45,Yes
566,2020-01-21,74,Female,57.76,3,Debit Card,Two-year,6,33,Yes
567,2020-05-28,51,Male,109.17,34,Credit Card,Two-year,5,9,No
568,2021-10-16,29,Male,97.72,10,Debit Card,Annual,2,41,Yes
569,2022-05-01,27,Female,107.05,36,PayPal,Month-to-month,5,32,No
570,2022-02-05,67,Male,46.93,4,Credit Card,Two-year,9,46,No
571,2020-07-16,29,Female,64.11,27,Debit Card,Two-year,6,18,Yes
572,2020-01-04,58,Male,26.34,16,Credit Card,Month-to-month,3,17,No
573,2020-07-31,67,Female,97.47,13,Credit Card,Month-to-month,2,49,Yes
574,2020-08-15,68,Male,63.93,25,PayPal,Month-to-month,9,38,No
575,2021-09-20,58,Male,106.95,10,PayPal,Annual,0,18,No
576,2022-01-09,79,Female,21.43,23,Bank Transfer,Two-year,4,45,No
577,2022-09-21,18,Male,93.43,34,Debit Card,Annual,1,18,No
578,2022-09-29,69,Male,58.16,27,Debit Card,Two-year,8,12,No
579,2020-07-04,30,Male,96.82,28,PayPal,Two-year,10,9,No
580,2021-11-26,42,Male,134.08,6,Debit Card,Month-to-month,3,16,Yes
581,2020-11-04,74,Female,31.31,35,Bank Transfer,Month-to-month,0,21,Yes
582,2020-01-10,60,Male,22.35,6,Bank Transfer,Month-to-month,2,39,Yes
583,2022-11-20,71,Female,42.79,6,Credit Card,Annual,1,27,Yes
584,2021-06-15,30,Female,36.07,25,Debit Card,Month-to-month,0,46,No
585,2021-06-19,27,Male,147.34,25,Credit Card,Two-year,9,44,No
586,2022-03-07,39,Female,69.04,20,Debit Card,Annual,7,10,No
587,2020-08-14,52,Female,44.07,28,Debit Card,Two-year,6,50,No
588,2020-01-12,74,Male,121.3,6,Bank Transfer,Two-year,4,48,Yes
589,2021-05-29,50,Male,70.16,17,Credit Card,Two-year,0,50,No
590,2021-12-19,60,Female,49.76,25,Credit Card,Annual,8,10,No
591,2020-03-20,24,Female,90.42,24,Debit Card,Two-year,6,49,No
592,2020-05-01,44,Female,63.85,12,Bank Transfer,Month-to-month,2,18,Yes
593,2021-05-08,38,Female,112.55,16,PayPal,Annual,2,21,No
594,2020-07-12,37,Male,111.79,1,Debit Card,Two-year,4,46,Yes
595,2020-04-26,29,Female,70.52,12,Credit Card,Annual,0,26,No
596,2020-12-23,19,Male,61.91,3,Debit Card,Two-year,5,28,No
597,2022-05-29,32,Female,48.75,23,Debit Card,Month-to-month,9,48,No
598,2021-07-12,69,Male,34.9,4,PayPal,Two-year,0,46,Yes
599,2021-10-25,20,Male,123.9,30,Bank Transfer,Two-year,5,7,No
600,2022-09-18,22,Female,139.66,33,Debit Card,Two-year,3,30,No
601,2022-03-12,31,Male,58.61,9,Credit Card,Annual,8,44,Yes
602,2021-11-28,74,Female,146.6,1,Credit Card,Two-year,1,9,Yes
603,2020-05-28,65,Male,49.77,5,Bank Transfer,Two-year,2,31,No
604,2020-04-09,63,Male,100.23,19,Bank Transfer,Two-year,6,40,No
605,2022-07-03,34,Male,26.5,27,Credit Card,Month-to-month,8,18,Yes
606,2020-03-08,54,Male,112.83,25,Credit Card,Month-to-month,3,44,No
607,2020-08-11,26,Male,81.34,5,Credit Card,Month-to-month,10,42,No
608,2022-05-26,83,Female,73.84,27,PayPal,Month-to-month,3,31,No
609,2021-10-19,34,Male,37.0,17,Credit Card,Month-to-month,3,48,Yes
610,2020-03-27,50,Female,123.82,17,Credit Card,Annual,7,12,No
611,2022-03-14,48,Female,107.98,11,Bank Transfer,Two-year,9,12,No
612,2020-02-17,28,Male,91.31,20,Debit Card,Month-to-month,9,15,Yes
613,2022-06-21,43,Male,133.68,10,Debit Card,Annual,5,10,No
614,2022-10-08,33,Male,73.31,25,PayPal,Annual,3,48,No
615,2022-11-12,73,Female,136.25,1,Debit Card,Two-year,1,34,No
616,2022-07-23,61,Male,72.56,13,Credit Card,Month-to-month,1,49,No
617,2021-06-13,65,Female,120.72,23,PayPal,Annual,1,41,No
618,2020-03-16,29,Male,74.53,14,Bank Transfer,Two-year,7,39,No
619,2021-08-01,27,Male,149.67,28,PayPal,Annual,10,21,No
620,2022-09-25,29,Male,24.32,10,Credit Card,Month-to-month,10,5,No
621,2022-06-11,42,Male,63.09,25,Debit Card,Month-to-month,3,15,No
622,2021-12-16,32,Female,21.25,34,Debit Card,Annual,6,25,No
623,2021-10-02,26,Male,121.65,2,Credit Card,Two-year,0,36,No
624,2021-10-15,77,Male,72.25,5,Credit Card,Two-year,7,38,No
625,2022-04-17,66,Female,93.5,7,Debit Card,Annual,3,7,Yes
626,2021-04-16,31,Male,79.91,34,PayPal,Month-to-month,10,15,No
627,2022-01-15,31,Female,81.36,22,Credit Card,Month-to-month,10,46,No
628,2021-09-19,83,Male,77.59,13,Debit Card,Month-to-month,2,7,No
629,2021-06-19,29,Female,28.65,33,Debit Card,Month-to-month,8,44,Yes
630,2022-03-06,18,Female,91.68,6,Debit Card,Two-year,0,11,No
631,2020-05-12,49,Male,41.9,17,Debit Card,Annual,5,16,Yes
632,2020-08-20,42,Female,110.33,2,Credit Card,Annual,1,26,No
633,2022-01-16,85,Male,142.82,16,Bank Transfer,Month-to-month,5,42,Yes
634,2020-10-08,59,Male,34.64,26,PayPal,Two-year,6,42,No
635,2020-01-28,84,Male,96.56,21,PayPal,Month-to-month,8,21,No
636,2022-02-03,39,Female,141.26,26,Debit Card,Annual,6,19,No
637,2022-04-18,68,Female,101.28,33,PayPal,Two-year,10,44,No
638,2022-02-18,72,Female,78.96,26,Debit Card,Annual,6,47,No
639,2022-09-19,85,Male,107.04,29,Debit Card,Annual,8,3,No
640,2021-07-28,77,Female,139.2,8,Credit Card,Month-to-month,8,9,Yes
641,2022-10-05,50,Male,32.72,16,Bank Transfer,Month-to-month,1,2,No
642,2022-10-25,42,Female,64.07,3,PayPal,Month-to-month,8,45,No
643,2021-07-13,62,Female,145.28,16,PayPal,Two-year,0,31,No
644,2020-04-22,28,Male,132.28,35,Debit Card,Month-to-month,8,27,Yes
645,2022-03-28,24,Male,85.93,23,PayPal,Month-to-month,1,46,No
646,2021-07-31,77,Female,43.44,27,Credit Card,Two-year,6,38,No
647,2022-06-03,81,Female,53.8,24,Credit Card,Month-to-month,4,46,Yes
648,2021-01-03,32,Male,66.5,16,PayPal,Annual,4,49,No
649,2021-02-08,65,Female,48.22,12,Credit Card,Two-year,1,9,No
650,2021-03-10,45,Male,131.15,30,PayPal,Annual,2,1,No
651,2022-12-25,30,Male,83.95,27,PayPal,Annual,10,10,No
652,2021-07-10,51,Male,51.27,31,Debit Card,Two-year,7,44,No
653,2022-12-21,31,Female,142.43,21,Credit Card,Annual,3,17,Yes
654,2020-03-16,45,Female,79.05,24,Debit Card,Annual,5,33,No
655,2020-06-14,25,Male,38.89,33,PayPal,Annual,9,3,No
656,2021-12-14,53,Female,92.13,20,Debit Card,Month-to-month,7,8,No
657,2021-08-07,37,Male,80.44,6,Debit Card,Annual,10,14,No
658,2020-05-31,23,Female,91.67,1,Credit Card,Annual,7,9,No
659,2022-01-13,50,Male,36.73,1,PayPal,Annual,4,50,No
660,2020-08-31,25,Male,84.29,10,Credit Card,Month-to-month,3,33,No
661,2021-06-08,77,Male,134.35,24,Debit Card,Two-year,8,20,No
662,2020-01-13,37,Male,64.19,23,Credit Card,Two-year,10,12,No
663,2020-03-08,21,Female,75.31,19,Debit Card,Two-year,8,19,No
664,2020-05-27,18,Male,47.18,3,Debit Card,Annual,3,49,Yes
665,2020-07-13,26,Male,52.33,11,Credit Card,Month-to-month,0,47,No
666,2021-10-03,83,Female,47.1,32,Bank Transfer,Month-to-month,0,13,No
667,2021-12-08,22,Female,66.65,1,Debit Card,Month-to-month,1,20,Yes
668,2022-04-04,63,Female,80.33,9,Debit Card,Month-to-month,1,5,No
669,2020-11-09,35,Female,48.21,10,PayPal,Two-year,3,32,Yes
670,2022-07-18,76,Female,86.07,2,Debit Card,Two-year,0,10,No
671,2021-08-05,31,Male,119.0,2,Credit Card,Annual,5,15,No
672,2022-03-11,58,Male,101.07,14,Bank Transfer,Two-year,8,24,Yes
673,2022-02-28,44,Female,97.69,3,Debit Card,Annual,2,16,No
674,2020-12-03,80,Female,89.66,30,Credit Card,Month-to-month,1,27,Yes
675,2021-11-12,71,Male,51.7,13,Credit Card,Two-year,9,24,No
676,2020-02-14,51,Male,96.02,2,Bank Transfer,Annual,0,18,Yes
677,2021-07-24,84,Female,91.03,20,Bank Transfer,Annual,1,28,No
678,2020-11-15,71,Female,53.47,17,Credit Card,Month-to-month,10,2,No
679,2022-07-02,55,Male,93.43,36,Credit Card,Two-year,4,14,No
680,2022-10-07,31,Female,118.39,35,Debit Card,Annual,5,36,No
681,2021-02-02,70,Male,56.38,17,Credit Card,Annual,0,28,No
682,2020-07-12,44,Male,87.24,7,PayPal,Two-year,3,41,No
683,2021-01-10,64,Female,94.04,27,Bank Transfer,Month-to-month,0,21,No
684,2020-11-28,68,Female,36.62,2,Bank Transfer,Month-to-month,7,49,Yes
685,2020-12-10,26,Female,80.34,17,Debit Card,Month-to-month,5,27,No
686,2020-09-19,35,Female,78.39,28,Debit Card,Month-to-month,7,23,No
687,2022-01-07,71,Male,77.92,19,PayPal,Annual,0,39,No
688,2022-04-21,43,Male,42.47,34,PayPal,Annual,3,31,No
689,2021-06-12,85,Female,89.66,24,Credit Card,Two-year,2,44,No
690,2021-03-29,79,Male,136.43,32,PayPal,Two-year,8,16,No
691,2022-08-29,55,Male,52.66,1,Debit Card,Annual,5,32,No
692,2020-11-12,23,Male,88.59,35,Bank Transfer,Month-to-month,1,36,No
693,2022-04-24,83,Male,90.63,4,Bank Transfer,Two-year,0,44,No
694,2021-04-26,21,Male,25.11,35,PayPal,Month-to-month,1,40,No
695,2020-01-20,82,Female,86.8,1,Debit Card,Annual,4,1,No
696,2022-05-01,24,Female,146.09,22,Credit Card,Two-year,1,21,No
697,2020-07-31,51,Male,67.99,10,Bank Transfer,Two-year,7,29,No
698,2022-01-22,36,Female,142.51,22,PayPal,Month-to-month,6,42,No
699,2021-04-11,25,Male,28.9,34,Debit Card,Annual,8,25,No
700,2021-01-30,59,Female,57.18,34,Bank Transfer,Two-year,1,49,No
701,2022-06-14,52,Female,95.34,1,Debit Card,Annual,6,31,No
702,2021-03-10,63,Male,61.41,10,Credit Card,Month-to-month,10,34,No
703,2022-07-09,28,Male,72.02,16,Credit Card,Month-to-month,9,10,No
704,2020-05-08,67,Female,31.79,24,PayPal,Two-year,6,38,No
705,2020-12-21,72,Female,130.22,6,Bank Transfer,Annual,10,41,No
706,2021-04-27,32,Male,93.1,12,Bank Transfer,Month-to-month,4,22,Yes
707,2022-05-05,41,Female,91.3,9,Debit Card,Annual,2,35,No
708,2020-11-16,83,Male,111.28,34,Debit Card,Annual,6,43,No
709,2021-05-14,78,Female,76.81,8,Credit Card,Two-year,3,17,No
710,2021-11-23,26,Female,98.05,4,Credit Card,Month-to-month,10,12,No
711,2020-07-14,77,Male,110.81,24,Bank Transfer,Two-year,3,19,No
712,2022-02-23,58,Female,81.89,24,PayPal,Annual,0,3,No
713,2020-10-21,41,Male,20.56,36,Bank Transfer,Two-year,0,34,No
714,2020-06-03,59,Female,67.12,30,PayPal,Month-to-month,0,28,No
715,2022-09-04,28,Female,77.11,18,PayPal,Month-to-month,10,23,Yes
716,2020-12-09,81,Male,93.2,4,Bank Transfer,Month-to-month,8,50,No
717,2020-07-07,21,Female,85.04,3,PayPal,Annual,6,33,Yes
718,2021-04-17,73,Male,39.66,30,PayPal,Two-year,9,12,Yes
719,2021-01-24,24,Female,72.94,12,Bank Transfer,Two-year,10,46,No
720,2020-02-13,72,Male,60.62,18,Bank Transfer,Month-to-month,5,26,Yes
721,2020-12-25,76,Male,64.97,13,Credit Card,Annual,7,2,No
722,2021-11-16,83,Male,123.75,36,Credit Card,Two-year,9,10,No
723,2020-06-10,77,Male,149.85,22,PayPal,Month-to-month,6,6,No
724,2021-06-23,71,Male,116.3,35,PayPal,Month-to-month,4,37,No
725,2022-07-22,36,Male,70.27,19,Credit Card,Month-to-month,3,44,No
726,2021-04-06,28,Female,100.79,25,Debit Card,Month-to-month,5,4,No
727,2022-04-27,85,Male,85.06,2,Bank Transfer,Month-to-month,4,43,No
728,2020-03-26,49,Female,44.36,6,Debit Card,Two-year,3,41,No
729,2021-09-13,76,Male,92.22,35,Debit Card,Annual,10,35,No
730,2020-07-07,79,Female,135.29,36,Bank Transfer,Month-to-month,0,5,Yes
